probeset_id Sample1 Sample2 Sample3 Sample4 Sample5 Sample6 Sample7 Sample8 Sample9 Sample10
AX-89840227-B 12.1660081393035 8.86973006885917 18.9568886016141 59.3099146612641 107.484701187464 9.77200384540817 105.973092874289 16.710432330972 54.7547104599742 5.21439632994507
AX-68999361-A 91.6241756592314 101.720875766445 10.5257881906905 17.127103450318 91.3600230893009 105.337326344117 60.9744204280521 50.5346156907223 105.034282129404 67.6644280148737
AX-84154114-B 12.750631105186 88.0945288487973 8.63409112555075 14.544642100764 16.8349847609095 65.8194322960051 11.8112180813322 50.7952531661211 7.88220766383679 11.796438617103
AX-99553960-A 13.083681059276 98.8744108895521 54.3769388647964 96.3939642284665 84.8164861669414 49.8693033731552 104.535143410176 119.627015691511 12.1327532916515 7.60808510820959
AX-58451399-B 51.4575170467609 59.3381633220773 4.42495000632772 6.94445849577284 102.468327280964 15.6862182178269 40.9661229169478 8.13700982740761 11.817183137782 40.7636915203564
AX-89026480-A 109.760317349224 49.9476594206806 105.158830505351 77.3675822766947 14.9301963522368 97.8458613465304 10.3186437411563 10.3277308566559 99.1256485347046 114.02030463378
AX-30054917-B 59.1232216161011 7.98665390061887 7.84349797023232 4.18058799906821 18.8067519454158 100.593934237562 7.01406823186419 115.233745744271 46.3937783074627 56.4227416879848
AX-97078108-A 61.6910851401363 -1.25211936290819 104.343958608311 17.2481868212745 90.0448382743755 19.1918155328748 12.3715867336183 12.5949262005736 111.222647810656 115.563261688043
AX-97593095-B 8.66970649769942 108.190195301971 43.4830408926692 12.7566172622577 10.8252486080021 97.1944927534534 -3.05521730553656 28.248204183204 8.9004422196272 32.5588655052856
AX-72834810-A 98.0158372617792 17.2898285160029 79.2349694276894 96.2634967182242 12.1083283484401 112.435239516647 98.2883041879686 106.130966068598 14.8496206470777 96.7394897775078
AX-49784942-B 5.89786737653848 2.45355915074482 38.0400867403395 14.3380059355782 0.85031165184658 5.9333429552929 53.3155653719858 6.57586522651841 5.08220938143404 105.867728943521
AX-44974498-A 92.1035314773624 49.6035130394891 101.955290551819 99.7490550673441 15.181343810017 47.1246396990977 12.2640199724974 14.0440515894594 34.374048854825 17.3781196764186
AX-96538447-B 71.6803253951933 12.1239163417434 106.391581597899 19.0222903257358 91.4506963688121 10.4284682051844 54.3193538616572 17.6859115518524 13.5805018686765 14.4475121521309
AX-85664213-A 13.1010510183366 59.7675008191835 98.0773223611854 80.0453785246117 57.2948145810367 8.17675406987197 103.449234167127 34.0430574742946 16.143810940075 63.33358155519
AX-47283337-B 17.1339873620427 113.823348676407 4.29422902581216 17.7433720499029 46.1859279729576 7.65630080530385 48.2261916475795 10.5664284287141 44.1287522627104 107.975886174913
AX-72279573-A 46.5859572484663 53.7899668945537 100.410329212597 103.423874200016 51.1159188444581 9.45838849178244 3.28575896998039 101.626791167636 54.4339403542803 108.391393585318
AX-26246124-B 13.4838438928246 52.8069898192494 12.972417136287 43.7923896548819 10.7672730750553 86.8380660579378 52.0681970608308 -2.6311493741733 40.7816503612272 110.280931190928
AX-53574914-A 57.0073351554446 7.38515368570387 123.826999776784 8.8204732598833 107.572233766462 97.9278816897378 45.8932943503209 43.660440536722 103.322926055098 48.0857293471377
AX-48937009-B 57.6046236196784 85.3967507962919 95.5887605269068 44.2207080471218 11.8883267056096 5.78931317392771 48.6017389575769 57.5990756057479 9.63730176977245 94.9577802523955
AX-59578743-A 61.123628412626 42.417378345131 92.9912929944974 15.2996813906074 85.1259370436803 52.5283153590922 48.9432082370055 105.807577392745 45.4246898015577 44.9062612481006
AX-91331926-B 88.8555103520264 17.986140451719 14.6236464903796 46.3283082886978 45.5740048922422 90.6637386947879 92.3155097607692 55.8745250933105 57.839803359237 55.0098539560201
AX-28059432-A 7.99882381328418 94.4655943021564 101.081065628026 92.9577931725263 12.3391417018384 97.0076822781193 55.7456959846799 34.339962958283 105.049230215921 99.2864796335053
AX-47507935-B 33.9291906015028 81.1681610371007 63.9009509607427 111.111306767648 49.1489216820439 10.2676262491057 17.5856699171566 8.47925533757344 47.2259455738946 12.1685790228556
AX-64992687-A 94.040409823546 107.893944035149 90.8953510644765 100.976351442252 115.633357367954 52.991948153815 94.0619793773133 12.796665406531 100.804689461039 104.90256961273
AX-13926464-B 64.7820740357644 105.388331156581 16.6708801685121 106.782125568188 43.8957835874626 11.4009220643013 107.048980689941 11.5950557244243 87.6555089979498 11.3463714499838
AX-45866486-A 65.1719107835264 5.41755432148453 114.140121257182 102.907645712326 53.9163601366396 12.1091884442247 95.8621671959165 99.9085384678245 105.74098306646 9.15289418820662
AX-84664080-B 111.871148190523 15.666045982615 60.5636086444364 41.0755733662356 8.36943261608295 7.79686206831703 101.115857932598 9.82995317360679 102.116274001506 8.03701727349882
AX-16652117-A 10.6949130656273 95.7860688642861 93.58808237676 4.22615303618889 1.21000427326632 91.2893174896833 37.2652832027604 110.944252643367 93.5919909308699 97.3989985999219
AX-20447948-B 81.6979031814962 9.23718524132402 11.8836174964437 10.2637516357268 7.77179323502312 92.6476569699479 11.9309842582695 56.113210455893 9.36256120833422 70.4793696163662
AX-44633665-A 18.7603086867288 101.53444736864 104.445033735944 58.6320261555815 94.6234121879485 63.2680230596203 93.5416447546505 101.651878536076 15.0150375388726 97.8170627387786
AX-18231173-B 52.7037204114778 88.7849750267446 6.18078911905162 11.73577558546 7.20404668814841 9.5836840086191 12.2758780391848 5.51573315065354 12.0649914444503 8.1623900919504
AX-38958337-A 96.7560669951634 108.605524084741 89.8628234079545 13.5686721690063 102.225140885426 16.6898402969118 58.5917332231044 14.6234215239716 56.8979094457615 94.5788730353229
AX-21860943-B 10.2124413222156 2.9610495928046 17.0336232634566 53.4080122147878 13.5139843903044 6.86612313380439 73.0894410422706 8.47255555285151 24.0852656309111 51.2398451758658
AX-61018555-A 101.168453449861 97.2144874644876 103.517542696045 56.1956558837843 4.2437072938679 99.7831459572825 88.4963972304176 105.944235402253 90.7587510088624 101.262409227281
AX-66860834-B 89.2245787724057 47.4344213705215 9.70203694289185 9.38643857522123 29.0522306082807 44.3490458950753 1.92766911325526 112.165788695597 6.84742198532534 98.1347478479356
AX-61680169-A 116.992474591172 94.6592783602391 93.9789510155187 89.0085731033196 65.1002798268946 6.52114296705529 107.826491100927 55.0874229856226 9.06801611135188 112.838954441521
AX-16634117-B 99.1759213613891 93.9593107715234 6.35949307041684 9.26526255320106 57.3822661497117 12.4562059670596 62.2439257010926 15.3267855171746 58.4992794463098 12.0640612090258
AX-94466090-A 100.591351681788 51.4262929325509 39.702594062863 113.044416368494 107.717454904474 106.566441199347 110.3370332013 98.8679519838649 85.7927786444898 96.7653645651916
AX-78353272-B 39.0222782542958 11.0714580316112 10.7875896468786 9.45029727982005 37.7432893308603 6.39797619749847 43.9107855854228 20.5639379785064 103.104331769168 4.15186691069167
AX-44996141-A 13.5944436492707 98.9391387653355 12.1304348310116 48.865789510036 17.4933722444865 98.0745608424303 61.1850749108373 103.715405008528 7.34044754591584 6.6568052549913
AX-12592284-B 113.572744361518 106.580348483424 100.461345928405 6.47198591870931 12.0247012991859 14.9848886118141 105.601367735723 93.4056316178734 54.1159617779636 60.1303941735815
AX-41298962-A 52.6436426983794 17.925795820156 103.707672528892 110.298881309398 40.0749965512921 99.7564935396584 4.1791338884168 95.0730356079902 100.174538122117 96.9616938425306
AX-86386198-B 104.369305770395 87.4600096071648 94.7640916380404 39.6505412875076 4.29360436251453 17.9267003784924 98.215061851263 52.2935645078686 93.5391268216669 6.41349008412794
AX-53145286-A 54.5219039652872 3.88549192500076 43.9470702746962 92.6490615501954 90.3048042952572 11.3345878111962 80.7006397090616 100.782536315107 17.8949748965461 10.0364094855681
AX-39889402-B 88.6362644600917 8.91865139734344 13.0623665371666 11.708101126494 11.6144254061428 119.838815273024 64.1309148908644 88.596005471612 68.7066599023157 21.7303161909791
AX-89365551-A 116.265314120709 70.9536749444053 118.8671679529 104.760686328395 105.813818365872 10.7631871386106 105.160357564611 90.4457493995265 96.9466986034193 106.012030314103
AX-69768341-B 57.8521236896773 113.100705863919 106.492892900879 51.8752493197656 59.0293909416898 54.9053143940103 103.673043962161 100.759841521696 18.3706077894261 8.92234475960208
AX-24082587-A 104.050028054335 107.260910966985 111.069544024807 99.1822250282644 13.749517377929 88.8036452769496 12.2256837394727 114.491967908988 80.2733664026596 11.7738987702603
AX-71383586-B 46.5112326346009 3.17053999083483 88.5260055900016 45.3806016049533 13.9613238285217 9.86499956910329 8.51694424911249 104.424603114768 52.3534485729383 111.848058040759
AX-29367746-A 1.18372466729423 6.65217082928196 43.6793080502512 85.114790374608 13.016940062419 95.5857671135984 2.15382447945174 89.8827848931382 88.6995304462705 105.11946896762
AX-31480594-B 43.3343497044073 114.789340815698 104.809260647253 9.44023108090516 9.57373579252886 13.29611213955 9.52217974326487 1.96681103312532 8.20019674542413 90.3248524644029
AX-82612946-A 108.361796176845 87.1237969399379 35.3713553767181 100.033165681867 6.46985875197055 91.5916035849323 47.61399126102 86.3530889135471 107.2209588619 10.9153933382316
AX-26336838-B 104.005137800676 102.673726890532 5.67312484838566 -4.53336977035773 116.348422654567 104.12430114457 80.0819363979294 12.8496855916423 84.9205177489222 124.873276714443
AX-28411170-A 52.8273048295373 95.5328260530656 15.8228695528137 84.4739262384361 107.561255114995 51.9656423546082 50.0302934280113 99.3458186800103 100.151341756049 60.9574036400398
AX-68831716-B 13.3527968528379 111.236768824236 38.2050095052155 110.305914826146 59.4571380406079 61.4059109224811 6.68094877587368 101.831821666789 7.9591067997786 4.69030114211274
AX-55013422-A 20.2470150083546 114.114046447039 103.460834898654 60.6200246319208 90.1161661519849 98.8583524935261 95.8878726310216 49.4692815517991 58.1660384006158 94.4721177008355
AX-79011465-B 6.1969968298104 45.9282385287846 2.09917753926161 96.4075973860352 103.553573163796 103.859282867217 49.2883923223199 13.0326934700993 54.4080355480416 14.6093688682722
AX-44952632-A 109.865806139546 43.4879917696828 105.966705090757 111.565704369236 33.8601076447924 50.7691868159003 122.373668044696 97.9034195656516 92.5491564414526 99.6101147000787
AX-46732898-B 1.23541030845868 6.24947134998296 41.1825051659065 13.5358828983309 10.2783177410065 53.0435733746444 5.44755233978649 64.8099019747618 48.0914200617858 47.8508104219382
AX-99675343-A 73.3406156389148 98.5127952186991 98.0604743664268 66.199824994771 51.8817357373771 96.5077820249413 58.2573237519313 18.947901793157 13.8571656355186 88.432412765446
AX-48305427-B 60.9198020173665 101.048087178556 7.7043955352808 3.06174710005968 10.1777067004352 114.241564791416 57.9884627036529 117.940745286479 10.1346821477887 106.281935184481
AX-77866916-A 34.4027234036207 92.6325575690784 60.4324617695035 78.6831456287856 95.6148021780439 40.3259926693272 92.3683458335866 92.143218089244 14.5295641900327 5.29753563949613
AX-65627458-B 54.2793320641459 13.4898759660904 9.73608960717319 9.50244967145867 13.745137532655 46.2381034554186 16.2253668584742 7.21857827056255 17.214692453433 18.9602713952713
AX-29805781-A 84.4714098889454 89.6573605280656 51.9659630279002 38.9740367481999 51.3076347505793 102.117947997796 53.4688303266061 113.583093019013 112.296997664819 45.6857106606254
AX-99259357-B 109.854433894049 52.7081761297473 103.125472145774 5.95501498410842 109.183761836023 46.918443435115 43.7315415813036 96.1553046646278 105.334254939836 9.70653883703652
AX-86693137-A 32.3377078656954 50.1810357722217 56.3317380287937 51.1754031120707 6.95398647376748 117.92397875637 63.0150900263725 94.7253483679386 99.8204945136309 97.990095269631
AX-59248798-B 19.7176351894949 102.110040184904 88.8421341246225 112.405846061067 12.9463836038506 43.0431438443961 16.0296723966856 7.18480520700383 45.957252994943 45.2005801519779
AX-12791612-A 15.8260873132806 10.4239056909971 101.19588291491 92.2804135803869 10.7752661743716 17.0662274694627 98.5332676938911 64.0259607643101 92.4680789972933 99.8402457824706
AX-69656080-B 54.5344675558955 9.79896531281713 6.94186931237375 98.0745066364019 98.3414729752071 84.1521841733571 51.3542598236762 98.2557525515631 8.60069067905166 88.7189498164842
AX-21178022-A 4.18024883587796 7.47983339197232 88.5198808816326 49.4545397537264 41.0252764064534 8.29742957440663 6.59388945744335 85.8497185861131 97.7659614051565 95.9676849553722
AX-63018839-B 5.23360649026547 60.9745356643579 16.0551008051958 9.91740900611201 113.92758628166 9.76725559843159 14.4551569398805 59.3502575735832 110.107122169664 48.7086509758736
AX-13737489-A 97.1856077620702 104.012872884218 55.2250229858966 38.2266983626189 85.8437323458516 66.1798483350745 11.8960307370794 0.543076391009738 60.3597454957646 92.4840150780269
AX-35838775-B 10.118133074607 16.0336936666963 59.4213278708488 5.06968583338564 12.7492802835544 17.1763593893368 3.31307845223767 0.76514277943023 46.5663415725004 2.10783100602796
AX-88233444-A 108.522467890382 85.0755775262996 97.9556117493363 17.0329774485331 13.8042436447504 49.2694761357826 11.6446794874952 9.46970562252768 45.2674664307572 14.0055840693225
AX-67918027-B 18.0719574772918 11.167493808194 47.9466301272947 98.6124680242647 11.4858909048131 6.36770653523093 50.7146261011216 12.9525930413816 39.7697098464757 5.04908932380852
AX-14115625-A 104.25672808702 -3.64840170613476 14.8501209633056 99.202049004485 103.014667397647 47.837615252038 53.330070775793 103.167804555866 98.4474591118618 8.40160536939196
AX-47522293-B 17.358593430929 12.4721574042394 11.9551568947185 65.6802167265278 12.6112738230326 15.1081099028591 54.5101702086016 5.36865308138344 5.00620985151395 111.131432927735
AX-81653434-A 7.89139064964906 116.743265096714 6.91210290464315 101.562935425142 107.029517747552 54.1707021007276 44.6026254488847 0.280203920478938 97.6882402587354 109.905146117533
AX-62676810-B 18.0383833872811 85.7163156444481 106.448435144608 10.2555398395177 17.6716596888072 9.71320470301619 99.4018392431068 7.09213274139886 61.2179403686998 54.1521548555604
AX-91938400-A 11.3622703371585 32.4273377589825 88.6195397321993 107.14169570852 97.7550789450421 70.1885736619626 99.188449276558 43.0536103941664 16.5013076302044 67.0947207391152
AX-92987420-B 109.721482628458 5.35010019606716 8.70632192839744 72.4975551737932 13.0600972437976 10.2001016722171 115.881981475677 96.1246381054526 5.40044414241016 47.9188311793936
AX-47802525-A 45.8572901392358 3.57896270755624 45.1841014074414 44.244536815213 112.806171068986 25.5330608337029 90.8507542562753 99.4012219329904 54.9780317569428 53.4972266325496
AX-71554236-B 10.1209432399553 13.6519802571788 18.1364566897667 4.55583278426769 37.994539638105 47.9733834587649 8.69482018694563 52.6911145139178 7.06769670574112 5.68692546186799
AX-74143881-A 96.3159849022179 59.8477996831456 96.4659077740772 9.7040028299158 94.6291143581255 80.5712115457347 55.9417201691396 113.698068551091 7.63275687587331 53.0777793874809
AX-36484108-B 108.585727912948 8.09178407629711 106.714936177063 12.0300587426056 10.3300953777694 13.2419257941977 89.7901468564224 45.6863536177745 54.2002944729188 -2.41709679487941
AX-56878492-A 9.3736251665977 98.9078000742194 46.5963489360947 103.778480557805 99.5535476251832 40.8035664683063 111.345120033973 9.72946607017667 64.8246102516947 9.70547926172762
AX-49779104-B 81.6572542220695 97.5655532039703 10.9520468491841 10.1829166067228 8.60808816246075 11.7339570056642 100.895497114071 105.139985595214 13.5456498176806 95.8952639789569
