Name	Chr	Position
AX-86771726	1	27297245
AX-86807940	1	27341447
AX-86759138	1	27351114
AX-86760099	1	28285620
AX-86788279	1	30449237
AX-86808990	1	31439938
AX-86805001	1	32337475
AX-86804619	1	32346766
AX-86802703	1	32402770
AX-86818950	1	32898029
AX-86782183	1	32898921
AX-86798457	1	33390202
AX-86819138	1	34258651
AX-86783477	1	34266114
AX-86793086	1	34752739
AX-86784737	1	34794136
AX-86799855	1	34889995
AX-86761295	1	35010329
AX-86757088	1	37183874
AX-86760436	1	37198137
AX-86799158	1	37339636
AX-86773846	1	38058680
AX-86791103	1	38310692
AX-86816940	1	38715627
AX-86775636	1	38718597
AX-86795397	1	38726448
AX-86818495	1	39019644
AX-86754802	1	39695492
AX-86785355	1	39749121
AX-86818023	1	39749373
AX-86768781	1	39750324
AX-86765782	1	39875490
AX-86779837	1	40260715
AX-86783894	1	40295428
AX-86757300	1	40449392
AX-86820330	1	40562310
AX-86766208	1	40607567
AX-86783673	1	40922904
AX-86799813	1	40923761
AX-86772872	1	41487367
AX-86793300	1	41600954
AX-86791029	1	41604154
AX-86762506	1	41840318
AX-86771788	1	41983331
AX-86805410	1	42155704
AX-86815273	1	42649173
AX-86775387	1	42649227
AX-86753217	1	42686809
AX-86788846	1	42692158
AX-86768742	1	43481820
AX-86798428	1	43483182
AX-86786777	1	43647986
AX-86778027	1	43648072
AX-86816834	1	43673211
AX-86816014	1	43823777
AX-86797876	1	44052110
AX-86800292	1	44424011
AX-86766527	1	44495308
AX-86775286	1	44513973
AX-86787980	1	45640223
AX-86797148	1	45658314
AX-86758312	1	45882747
AX-86797482	1	45992437
AX-86790189	1	45997276
AX-86806096	1	46298054
AX-86791371	1	46404368
AX-86816860	1	46579719
AX-86808674	1	46643730
AX-86773306	1	46864628
AX-86812531	1	47170661
AX-86810455	1	47307900
AX-86804462	1	47317219
AX-86811709	1	47529864
AX-86761347	1	47531046
AX-86812178	1	47535433
AX-86807652	1	47544149
AX-86758045	1	47552266
AX-86787292	1	47891396
AX-86800743	1	47904515
AX-86797427	1	48021230
AX-86817924	1	48423459
AX-86779851	1	48473771
AX-86755266	1	48475934
AX-86788340	1	48476573
AX-86807330	1	48478216
AX-86806340	1	48479919
AX-86777084	1	48483736
AX-86804819	1	48497645
AX-86799570	1	48498776
AX-86805366	1	48833367
AX-86795044	1	48874286
AX-86808350	1	48929118
AX-86761386	1	49015682
AX-86775396	1	49244994
AX-86815310	1	49245519
AX-86810385	1	49293253
AX-86762333	1	49331158
AX-86764110	1	49469226
AX-86755654	1	49566117
AX-86770537	1	49642936
AX-86818676	1	49642988
AX-86811465	1	49644744
AX-86766661	1	49646936
AX-86811358	1	49647122
AX-86802238	1	49647787
AX-86804574	1	49648176
AX-86791386	1	49656326
AX-86782402	1	49657409
AX-86784966	1	49742044
AX-86774422	1	49794054
AX-86786632	1	49885531
AX-86777910	1	50235878
AX-86792730	1	50430764
AX-86818662	1	50478037
AX-86777168	1	51069969
AX-86771919	1	51078400
AX-86776565	1	51091854
AX-86777470	1	51099125
AX-86808247	1	51109110
AX-86818177	1	51109226
AX-86808450	1	51109553
AX-86811477	1	51153731
AX-86768095	1	51155281
AX-86810161	1	51218469
AX-86819316	1	51253199
AX-86753374	1	51326269
AX-86796975	1	51425949
AX-86768183	1	51447641
AX-86805581	1	51587403
AX-86766477	1	51588663
AX-86760716	1	51749586
AX-86794037	1	51751087
AX-86803841	1	51752293
AX-86794484	1	51759447
AX-86754552	1	51767398
AX-86780199	1	51843149
AX-86816510	1	51844016
AX-86756457	1	51904971
AX-86765770	1	51910528
AX-86766997	1	51927589
AX-86803829	1	51944728
AX-86780823	1	51950262
AX-86808265	1	52005863
AX-86767964	1	52009049
AX-86804380	1	52085057
AX-86762768	1	52085242
AX-86790872	1	52152696
AX-86790352	1	52327953
AX-86798163	1	52341315
AX-86761602	1	52639349
AX-86816988	1	52639574
AX-86784186	1	52641133
AX-86784847	1	52656310
AX-86767416	1	52752097
AX-86818524	1	52753826
AX-86780578	1	52809996
AX-86782672	1	52888688
AX-86799779	1	52891848
AX-86799700	1	53104630
AX-86795043	1	53146627
AX-86756332	1	53155190
AX-86803291	1	53155314
AX-86776541	1	53155721
AX-86797057	1	53158448
AX-86787904	1	53159254
AX-86792459	1	53218813
AX-86794180	1	53264889
AX-86786187	1	53265123
AX-86807707	1	53432038
AX-86818870	1	53435042
AX-86760176	1	53436515
AX-86766612	1	53563427
AX-86804470	1	54070804
AX-86791705	1	54120021
AX-86798989	1	54578260
AX-86818434	1	54582550
AX-86788539	1	54807495
AX-86816250	1	55065315
AX-86782319	1	55076603
AX-86815601	1	55077418
AX-86812672	1	55077934
AX-86775853	1	55082589
AX-86804573	1	55085525
AX-86804278	1	55202077
AX-86766522	1	55214775
AX-86811881	1	55229509
AX-86813038	1	55425846
AX-86820682	1	55434189
AX-86784676	1	55454307
AX-86803166	1	55682685
AX-86811954	1	55896331
AX-86758149	1	55924296
AX-86797756	1	56074504
AX-86777028	1	56235591
AX-86791529	1	56239033
AX-86808432	1	56306516
AX-86753391	1	56643050
AX-86804085	1	56837429
AX-86776636	1	56862680
AX-86757506	1	57201003
AX-86756035	1	57399083
AX-86788105	1	57559363
AX-86811995	1	57619790
AX-86793306	1	57752707
AX-86805965	1	57839602
AX-86757047	1	57839748
AX-86765407	1	57840562
AX-86790381	1	57971009
AX-86770512	1	58329295
AX-86805763	1	58528142
AX-86773044	1	58788161
AX-86759907	1	58908035
AX-86759141	1	58912937
AX-86798811	1	59308122
AX-86778129	1	59402650
AX-86791165	1	59465683
AX-86766150	1	59496803
AX-86817391	1	59830471
AX-86757774	1	60326071
AX-86794785	1	60990898
AX-86793151	1	60994999
AX-86781425	1	61220071
AX-86761397	1	61230183
AX-86818687	1	61231536
AX-86792166	1	61493065
AX-86788261	1	61554473
AX-86779247	1	61554921
AX-86820773	1	61659865
AX-86797283	1	62030589
AX-86819881	1	62062561
AX-86809869	1	62104595
AX-86796970	1	62170170
AX-86768802	1	62483034
AX-86784483	1	62526979
AX-86803836	1	62610811
AX-86776101	1	62776823
AX-86806526	1	62802850
AX-86783193	1	63245094
AX-86789211	1	63264430
AX-86775162	1	63266232
AX-86787212	1	63266997
AX-86767107	1	63267528
AX-86787190	1	63288147
AX-86755817	1	63497525
AX-86755418	1	63561490
AX-86801692	1	63566379
AX-86810034	1	63572293
AX-86818005	1	64074681
AX-86789678	1	64173302
AX-86774468	1	64433515
AX-86790825	1	64452593
AX-86757292	1	64457933
AX-86779046	1	64458084
AX-86764771	1	64466870
AX-86781950	1	64481425
AX-86762904	1	64486153
AX-86811249	1	64511844
AX-86789806	1	64545447
AX-86777565	1	64547756
AX-86801060	1	64573980
AX-86782439	1	64586807
AX-86788037	1	64589355
AX-86821019	1	64603364
AX-86754416	1	64648942
AX-86788182	1	64651064
AX-86789250	1	64651555
AX-86806594	1	64655481
AX-86800736	1	64692919
AX-86772102	1	64695158
AX-86814513	1	64695509
AX-86757870	1	64704539
AX-86765487	1	64705738
AX-86818190	1	64708960
AX-86784257	5	1411509
AX-86765627	5	4291273
AX-86789431	5	4757582
AX-86786943	5	4763949
AX-86813260	5	4769807
AX-86800634	5	4923765
AX-86760184	5	4947786
AX-86755357	5	5004555
AX-86805544	5	5015784
AX-86771478	5	5318474
AX-86799954	5	5328131
AX-86757943	5	5354092
AX-86782727	5	5375695
AX-86808707	5	5570219
AX-86765428	5	5582560
AX-86782033	5	5652259
AX-86789709	5	5924465
AX-86820125	5	5998367
AX-86796904	5	6214029
AX-86763439	5	6335951
AX-86794857	5	6376477
AX-86803821	5	6741085
AX-86754923	5	6831117
AX-86765631	5	6916514
AX-86815646	5	7008429
AX-86793343	5	7063365
AX-86800504	5	7183177
AX-86759147	5	7209781
AX-86770409	5	7384466
AX-86756932	5	7635313
AX-86798320	5	7647451
AX-86784639	5	7780469
AX-86799817	5	7800353
AX-86799767	5	7878391
AX-86778771	5	7878624
AX-86755379	5	8051988
AX-86761243	5	8068570
AX-86805511	5	8409949
AX-86789929	5	8757617
AX-86784905	5	8863031
AX-86786538	5	8886419
AX-86804443	5	8916995
AX-86780921	5	8964579
AX-86806677	5	8977867
AX-86819925	5	9083790
AX-86774039	5	9210615
AX-86794952	5	9302314
AX-86816415	5	9489025
AX-86761900	5	9528151
AX-86777687	5	9544259
AX-86757742	5	9582517
AX-86809372	5	9638521
AX-86787171	5	9713906
AX-86753513	5	9801226
AX-86790668	5	9802170
AX-86798313	5	9843156
AX-86761641	5	9909997
AX-86812189	5	9966196
AX-86793891	5	9983235
AX-86794202	5	9999230
AX-86773586	5	10139071
AX-86764285	5	10166675
AX-86808637	5	10380393
AX-86781456	5	10391343
AX-86803628	5	10393518
AX-86797498	5	10464277
AX-86790281	5	10467386
AX-86779092	5	10518894
AX-86797402	5	10726708
AX-86768600	5	10755070
AX-86795461	5	10961345
AX-86782578	5	10968908
AX-86812196	5	11072114
AX-86767471	5	11083185
AX-86795118	5	11187638
AX-86809169	5	11366984
AX-86759100	5	11386891
AX-86810780	5	12630264
AX-86797717	5	12686815
AX-86765098	5	12772919
AX-86756505	5	12786777
AX-86763132	5	13027906
AX-86813009	5	14120278
AX-86791136	5	14260872
AX-86776724	5	14497705
AX-86797039	5	14497996
AX-86787957	5	14528343
AX-86798499	5	14531108
AX-86781498	5	14557644
AX-86769659	5	14624552
AX-86754186	5	14765604
AX-86769624	5	14794081
AX-86786555	5	14922160
AX-86787498	5	14923008
AX-86805927	5	14925162
AX-86815527	5	15363397
AX-86788542	5	15416522
AX-86802859	5	15444043
AX-86810411	5	15616962
AX-86773016	5	15617291
AX-86753936	5	15622220
AX-86757167	5	15622316
AX-86778960	5	15842998
AX-86767039	5	16003214
AX-86805025	5	16004985
AX-86788221	5	16016237
AX-86810112	5	16017411
AX-86821185	5	16034632
AX-86815058	5	16259434
AX-86787492	5	16304748
AX-86765166	5	16346029
AX-86761520	5	17165640
AX-86781000	5	17166108
AX-86798249	5	17290107
AX-86781662	5	17391738
AX-86757138	5	17859984
AX-86754922	5	18923002
AX-86775314	5	19108566
AX-86796525	5	19108844
AX-86807404	5	19685922
AX-86788941	5	19852573
AX-86811441	5	19996637
AX-86806655	5	20000181
AX-86766655	5	20367602
AX-86777013	5	20450911
AX-86790116	5	20516200
AX-86766153	5	20564804
AX-86790755	5	20883085
AX-86766423	5	21182586
AX-86759518	5	21219519
AX-86771039	5	21271326
AX-86795195	5	21965897
AX-86812259	5	24426284
AX-86773056	5	24909236
AX-86807572	5	25359939
AX-86772483	5	25555389
AX-86797452	5	25594294
AX-86766804	5	25955530
AX-86788151	5	26020042
AX-86801343	5	26254988
AX-86808591	5	26847115
AX-86802735	5	27729025
AX-86780429	5	28744952
AX-86773976	5	29914801
AX-86779996	5	30104647
AX-86805360	5	30145451
AX-86781348	5	30976187
AX-86779309	5	31039753
AX-86809862	5	32521418
AX-86773862	5	33588862
AX-86777408	5	34662227
AX-86769610	5	34951143
AX-86804391	5	35901037
AX-86792050	5	37091593
AX-86761663	5	37658633
AX-86797258	5	38155754
AX-86814181	5	38280283
AX-86770328	5	38282133
AX-86807012	5	38591173
AX-86804608	5	39454696
AX-86763671	5	39669162
AX-86811132	5	39836940
AX-86812395	5	40109770
AX-86770390	5	40566225
AX-86770367	5	40796825
AX-86809193	5	41040452
AX-86787715	5	42491868
AX-86795799	5	42492820
AX-86814402	5	43553025
AX-86782101	5	43553208
AX-86763853	5	43554955
AX-86814604	5	43932404
AX-86753720	5	45172343
AX-86819493	5	46106680
AX-86798488	5	46950172
AX-86780895	5	46953864
AX-86783567	5	46985559
AX-86815550	5	47166441
AX-86779942	5	47660284
AX-86781980	5	47959877
AX-86759929	5	48415039
AX-86800892	5	49480491
AX-86782543	5	49568282
AX-86785380	5	49834357
AX-86819911	5	49892681
AX-86785701	5	49915086
AX-86816120	5	50617576
AX-86754329	5	50619882
AX-86767517	5	52660692
AX-86760701	5	52661252
AX-86782943	5	52703743
AX-86805520	5	53393003
AX-86775135	5	54108387
AX-86762625	5	54954239
AX-86785298	5	55087504
AX-86805390	5	55511061
AX-86820721	5	56096593
AX-86776575	5	57561063
AX-86755088	5	57734041
AX-86763930	5	58872199
AX-86789986	5	59132033
AX-86758970	5	59132466
AX-86816667	5	59144023
AX-86754473	5	59623255
AX-86805541	5	59682245
AX-86794321	5	60405071
AX-86795120	5	60405962
AX-86818316	5	60556883
AX-86793857	5	60574986
AX-86788307	5	60702017
AX-86777644	5	61078865
AX-86806339	5	61431790
AX-86767130	5	61435828
AX-86769942	5	61882394
AX-86763400	5	61900521
AX-86779816	5	61915856
AX-86811685	5	62059022
AX-86778751	5	62277045
AX-86775059	5	62284403
AX-86758148	5	63126661
AX-86753162	5	63782682
AX-86763489	5	63851464
AX-86765004	5	64129618
AX-86809690	5	64850805
AX-86766841	5	65269928
AX-86792988	5	65589784
AX-86765964	5	65619863
AX-86754524	5	65621267
AX-86784660	5	65643502
AX-86773225	5	65666420
AX-86800201	5	65943374
AX-86809914	5	65944075
AX-86763715	5	66350600
AX-86766094	5	66527970
AX-86767650	5	66891033
AX-86758839	5	67316332
AX-86784397	5	67339100
AX-86764495	5	67352679
AX-86804056	5	67508133
AX-86800641	5	67814385
AX-86762953	5	67880348
AX-86787277	5	67882208
AX-86775763	5	67916029
AX-86789746	5	68522589
AX-86756057	5	68780945
AX-86805236	5	68865958
AX-86799907	5	68899846
AX-86756489	5	69076808
AX-86783764	5	69162138
AX-86774706	5	69162234
AX-86781948	5	69258199
AX-86769113	5	69265770
AX-86780840	5	69431507
AX-86792822	5	69433357
AX-86770610	5	70918789
AX-86785351	5	70975955
AX-86818542	5	71814707
AX-86771773	5	72132515
AX-86761516	5	72869283
AX-86752740	5	73121200
AX-86815479	5	73480057
AX-86778346	5	73654343
AX-86810134	5	73655537
AX-86818985	5	73660013
AX-86764468	5	73663609
AX-86783858	5	73757543
AX-86814810	5	73802813
AX-86783667	5	73824505
AX-86810677	5	73825764
AX-86766596	5	73944071
AX-86821600	5	73961058
AX-86820928	5	74305774
AX-86793583	5	74315365
AX-86783144	5	74441979
AX-86772238	5	74479640
AX-86773999	5	74568609
AX-86759576	5	74659294
AX-86808693	5	74725993
AX-86819811	5	74726694
AX-86779421	5	74730243
AX-86768486	5	74764721
AX-86815963	5	74801555
AX-86766404	5	74803518
AX-86793444	5	74846994
AX-86756672	5	74861645
AX-86755028	5	75017980
AX-86821347	5	75049086
AX-86761597	5	75055138
AX-86782355	5	75102190
AX-86766041	5	75102736
AX-86791154	5	75103813
AX-86802382	5	75153132
AX-86767461	5	75153325
AX-86816936	5	75154464
AX-86760248	5	75235320
AX-86816498	5	75239631
AX-86788014	5	75300081
AX-86754876	5	75335349
AX-86759403	5	75427779
AX-86785644	5	75767499
AX-86756973	5	75926114
AX-86773584	5	75926631
AX-86785716	5	75935214
AX-86790812	5	76000775
AX-86791669	5	76000985
AX-86803502	5	76001506
AX-86756695	5	76007581
AX-86771109	5	76015201
AX-86796902	5	76199647
AX-86800153	5	76359029
AX-86818578	5	76359228
AX-86757274	5	76435911
AX-86813283	5	76460710
AX-86767115	5	76580910
AX-86793420	5	76731123
AX-86760353	5	76734390
AX-86807274	5	76734855
AX-86776261	5	76736455
AX-86764558	5	76736522
AX-86754244	5	76736864
AX-86763438	5	76736907
AX-86805080	5	76737691
AX-86805752	5	76765478
AX-86781939	5	76900456
AX-86760887	5	77072172
AX-86780882	5	77165584
AX-86767744	5	77277555
AX-86762357	5	77278347
AX-86797310	5	77358777
AX-86784198	5	78167422
AX-86805823	5	78236974
AX-86794849	5	78237112
AX-86779631	5	78237125
AX-86799160	5	78307950
AX-86816106	5	79906943
AX-86760205	5	83017046
AX-86796784	5	83065210
AX-86762117	5	83181228
AX-86755220	5	83187465
AX-86769933	5	83739347
AX-86753979	5	83854535
AX-86786443	5	83887199
AX-86777347	5	83892145
AX-86776457	5	83894071
AX-86763885	5	84038835
AX-86774386	5	84876187
AX-86781643	5	85026000
AX-86753553	5	85174057
AX-86815630	5	85419114
AX-86787541	5	85447775
AX-86806047	5	85447883
AX-86787439	5	85449177
AX-86806216	5	85450229
AX-86789967	5	85452528
AX-86788995	5	85452788
AX-86820615	5	85454047
AX-86805790	5	85454125
AX-86807613	5	85496902
AX-86758947	5	85501252
AX-86756924	5	85512410
AX-86764711	5	85513161
AX-86753835	5	85513398
AX-86760250	5	85639273
AX-86759438	5	85683841
AX-86819789	5	85723334
AX-86768400	5	85741325
AX-86766322	5	85840104
